  -122.000000       1.00000000    
  -114.000000       1.00000000    
  -110.000000       1.00000000    
  -104.000000       2.00000000    
  -100.000000       1.00000000    
  -96.0000000       2.00000000    
  -94.0000000       7.00000000    
  -92.0000000       6.00000000    
  -90.0000000       3.00000000    
  -88.0000000       5.00000000    
  -86.0000000       8.00000000    
  -84.0000000       11.0000000    
  -82.0000000       7.00000000    
  -80.0000000       3.00000000    
  -78.0000000       10.0000000    
  -76.0000000       15.0000000    
  -74.0000000       14.0000000    
  -72.0000000       20.0000000    
  -70.0000000       20.0000000    
  -68.0000000       18.0000000    
  -66.0000000       38.0000000    
  -64.0000000       34.0000000    
  -62.0000000       34.0000000    
  -60.0000000       48.0000000    
  -58.0000000       56.0000000    
  -56.0000000       54.0000000    
  -54.0000000       62.0000000    
  -52.0000000       61.0000000    
  -50.0000000       77.0000000    
  -48.0000000       73.0000000    
  -46.0000000       103.000000    
  -44.0000000       93.0000000    
  -42.0000000       112.000000    
  -40.0000000       123.000000    
  -38.0000000       108.000000    
  -36.0000000       135.000000    
  -34.0000000       134.000000    
  -32.0000000       166.000000    
  -30.0000000       141.000000    
  -28.0000000       149.000000    
  -26.0000000       164.000000    
  -24.0000000       182.000000    
  -22.0000000       212.000000    
  -20.0000000       195.000000    
  -18.0000000       236.000000    
  -16.0000000       229.000000    
  -14.0000000       230.000000    
  -12.0000000       247.000000    
  -10.0000000       234.000000    
  -8.00000000       239.000000    
  -6.00000000       265.000000    
  -4.00000000       263.000000    
  -2.00000000       260.000000    
   0.00000000       251.000000    
   2.00000000       271.000000    
   4.00000000       238.000000    
   6.00000000       250.000000    
   8.00000000       222.000000    
   10.0000000       242.000000    
   12.0000000       238.000000    
   14.0000000       254.000000    
   16.0000000       226.000000    
   18.0000000       222.000000    
   20.0000000       183.000000    
   22.0000000       163.000000    
   24.0000000       187.000000    
   26.0000000       171.000000    
   28.0000000       156.000000    
   30.0000000       173.000000    
   32.0000000       159.000000    
   34.0000000       115.000000    
   36.0000000       130.000000    
   38.0000000       111.000000    
   40.0000000       100.000000    
   42.0000000       129.000000    
   44.0000000       88.0000000    
   46.0000000       92.0000000    
   48.0000000       87.0000000    
   50.0000000       79.0000000    
   52.0000000       77.0000000    
   54.0000000       62.0000000    
   56.0000000       63.0000000    
   58.0000000       45.0000000    
   60.0000000       47.0000000    
   62.0000000       32.0000000    
   64.0000000       30.0000000    
   66.0000000       26.0000000    
   68.0000000       25.0000000    
   70.0000000       23.0000000    
   72.0000000       19.0000000    
   74.0000000       19.0000000    
   76.0000000       12.0000000    
   78.0000000       10.0000000    
   80.0000000       11.0000000    
   82.0000000       9.00000000    
   84.0000000       7.00000000    
   86.0000000       5.00000000    
   88.0000000       5.00000000    
   90.0000000       5.00000000    
   92.0000000       4.00000000    
   94.0000000       2.00000000    
   96.0000000       3.00000000    
   98.0000000       3.00000000    
   100.000000       1.00000000    
   102.000000       3.00000000    
   104.000000       1.00000000    
   110.000000       1.00000000    
