           2   318309.844    
           3   238732384.    
           4   2.02642342E+11
           5   1.89977191E+14
           6   1.93509150E+17
           7   2.11650605E+20
           8   2.46383451E+23
           9   3.03167092E+26
          10   3.92131410E+29
          11   5.30755999E+32
          12   7.48915615E+35
          13         Infinity
          14         Infinity
